Epoch,Train Loss,Validation Loss
126,1.849939754026473,2.615475349776985
127,1.8086366185790472,2.661862721621936
128,1.8283827198416365,2.6726975048886272
129,1.8295412963228763,2.8890059102855057
130,1.8127190242173246,2.850253126431708
131,1.798983489692807,2.673025325716103
132,1.7920785260215917,2.73273429237337
133,1.792979777689791,2.727273445482337
134,1.8334673166074749,2.6998059073364424
135,1.7760377127082394,3.2883614143788087
136,1.7926609268776779,2.7612578124653733
137,1.7728990462205456,2.7823196630198614
138,1.7650596196614345,2.7894873292785043
139,1.8027484353308478,2.772287824056354
140,1.7728123899363828,2.7601245109626324
141,1.7721029551318013,2.7906009261039353
142,1.7787083343805736,2.814617459886424
143,1.760385969239141,2.7851089880568436
144,1.7472862033224572,3.063634442141859
145,1.773153170172077,2.785060902376132
146,1.762550304444524,2.8102836797873563
147,1.7574629349072133,2.8320786281636083
148,1.7413108140852427,3.0288612199628377
149,1.7408045545423634,2.8444003233523074
150,1.7849562071216476,2.841964420145002
